subject_id,session_id,cjv,cnr,efc,fber,fwhm_avg,fwhm_x,fwhm_y,fwhm_z,icvs_csf,icvs_gm,icvs_wm,inu_med,inu_range,qi_1,qi_2,rpve_csf,rpve_gm,rpve_wm,size_x,size_y,size_z,snr_csf,snr_gm,snr_total,snr_wm,snrd_csf,snrd_gm,snrd_total,snrd_wm,spacing_x,spacing_y,spacing_z,summary_bg_k,summary_bg_mad,summary_bg_mean,summary_bg_median,summary_bg_n,summary_bg_p05,summary_bg_p95,summary_bg_stdv,summary_csf_k,summary_csf_mad,summary_csf_mean,summary_csf_median,summary_csf_n,summary_csf_p05,summary_csf_p95,summary_csf_stdv,summary_gm_k,summary_gm_mad,summary_gm_mean,summary_gm_median,summary_gm_n,summary_gm_p05,summary_gm_p95,summary_gm_stdv,summary_wm_k,summary_wm_mad,summary_wm_mean,summary_wm_median,summary_wm_n,summary_wm_p05,summary_wm_p95,summary_wm_stdv,tpm_overlap_csf,tpm_overlap_gm,tpm_overlap_wm,wm2max
001,ControlPre,0.2919847893289253,4.403354536269154,0.6448894446524743,50.46220779418945,3.5544466666666668,3.5288,3.76836,3.36618,0.18243266312257223,0.48570690250525644,0.33186043437217133,1.737154245376587,0.308329504728317,0.0,0.00041375304396148527,25.496189830390218,11.130915774728104,18.37446597539604,180,256,256,2.2085307481204524,10.032784056088355,8.827679996973332,14.24172518671119,9.721671136461845,23.51034278809644,24.37658720165744,39.897747680414035,1.0,1.0,1.0,1.9088351055497172,16.42047119140625,61.409061431884766,59.297794342041016,2715533.0,36.642669677734375,93.68360443115235,17.91254425048828,0.6261596776305836,119.56925964355469,258.0820617675781,243.6659393310547,8669.0,105.44785919189454,445.8624328613281,110.32306671142578,0.08226416420373761,57.3530158996582,587.755126953125,589.2680053710938,44207.0,488.5380035400391,682.3504150390625,58.73358154296875,0.4809474086583303,62.576011657714844,991.056396484375,1000.0052490234375,179094.0,859.5922668457031,1091.549609375,70.21638488769531,0.21211162209510803,0.5316020846366882,0.5210331082344055,0.559928055372171
002,ControlPre,0.3079055244752297,4.211956746615294,0.600190671340372,82.5101089477539,3.9742433333333334,3.76495,4.20098,3.9568,0.21255575404803118,0.4468553892889467,0.3405888566630222,1.0878535509109497,0.3329602390527726,0.0,0.000773922181914409,21.07737863096012,10.916126168827558,16.9321441847481,180,256,256,2.311606961901501,9.954209012365656,10.255315555117683,18.500130691085893,10.634591928066468,24.15443136482654,24.21482001363199,37.85543674800295,1.0,1.0,1.0,1.49787509574276,17.306617736816406,56.893802642822266,54.150733947753906,2839324.0,31.81832427978516,91.55409774780276,18.795127868652344,-0.30796533981518603,141.1809844970703,288.9930419921875,280.93206787109375,16895.0,109.72936477661133,487.6003814697266,121.52747344970703,0.2612708731751905,61.48274612426758,639.1170654296875,638.0831909179688,41433.0,535.3977661132812,746.6407104492188,64.10107421875,0.6919136207811367,49.95964050292969,1000.5260009765625,1000.0201416015625,213097.0,912.1567626953125,1089.0669921875,54.05463409423828,0.21813024580478668,0.5326378345489502,0.5628867149353027,0.6340922461881986
005,ExercisePre,0.3109775297599153,4.060897078301772,0.6275616199893161,53.081050872802734,4.119646666666667,3.87569,4.34012,4.14313,0.21994285041441,0.43340286434169323,0.34665428524389674,1.3858799934387207,0.33494729995727535,0.00026123365593892626,0.0006252855071692335,20.05086385554177,10.76854435985026,16.17173126907776,180,256,256,2.3847117264860134,9.662482587765522,9.273038493151349,15.771921165202514,7.708504264961491,18.849939478990816,19.1205727053781,30.803274372181992,1.0,1.0,1.0,7.997107121111377,21.268693923950195,69.39460754394531,61.049007415771484,2641383.0,35.77230377197266,133.87490692138672,33.17574691772461,-0.029572520110460854,113.32952117919922,260.4688720703125,250.25296020507812,25306.0,108.31736946105957,441.52423095703125,104.9384765625,0.02765670587699587,62.767311096191406,611.0219116210938,611.9544067382812,32210.0,504.86204528808594,714.1699371337891,63.33205795288086,0.7010806436462329,57.910438537597656,999.46630859375,1000.0137939453125,222107.0,891.8879272460937,1101.4390380859375,63.40454864501953,0.22168435156345367,0.5236702561378479,0.56402587890625,0.5097489927081311
008,ControlPre,0.3324987535459469,3.8050758169445893,0.6176265227041637,66.80757904052734,4.080743333333333,3.83667,4.29598,4.10958,0.2131268249349136,0.4364072287120541,0.3504659463530323,1.083238124847412,0.39807548224926004,0.0,0.0006307861155423974,23.55017827286828,12.143958650898675,17.650132627194683,180,256,256,2.657015059492863,10.138243844442123,9.534402000675842,15.807947098092539,10.241192312164435,21.16399860031323,21.4059135643593,32.812549780600236,1.0,1.0,1.0,4.85485162308115,19.96648406982422,66.56134796142578,61.55760955810547,3176428.0,36.374216651916505,114.5195457458496,25.598512649536133,0.09661415739572199,127.89640808105469,319.3908996582031,312.119140625,21674.0,144.73486938476563,515.9854248046875,117.46713256835938,0.24649208956905078,60.888492584228516,646.134765625,645.01171875,29605.0,542.1775756835938,753.3183959960938,63.620567321777344,0.8889838284314386,57.152217864990234,1002.2200317382812,1000.022705078125,192981.0,901.1056518554688,1109.0938720703125,63.26059341430664,0.20938898622989655,0.5231320261955261,0.5606870651245117,0.656777347636315
008,ExercisePre,0.3324987535459469,3.8050758169445893,0.6176265227041637,66.80757904052734,4.080743333333333,3.83667,4.29598,4.10958,0.2131268249349136,0.4364072287120541,0.3504659463530323,1.083238124847412,0.39807548224926004,0.0,0.0006307861155423974,23.55017827286828,12.143958650898675,17.650132627194683,180,256,256,2.657015059492863,10.138243844442123,9.534402000675842,15.807947098092539,10.241192312164435,21.16399860031323,21.4059135643593,32.812549780600236,1.0,1.0,1.0,4.85485162308115,19.96648406982422,66.56134796142578,61.55760955810547,3176428.0,36.374216651916505,114.5195457458496,25.598512649536133,0.09661415739572199,127.89640808105469,319.3908996582031,312.119140625,21674.0,144.73486938476563,515.9854248046875,117.46713256835938,0.24649208956905078,60.888492584228516,646.134765625,645.01171875,29605.0,542.1775756835938,753.3183959960938,63.620567321777344,0.8889838284314386,57.152217864990234,1002.2200317382812,1000.022705078125,192981.0,901.1056518554688,1109.0938720703125,63.26059341430664,0.20938898622989655,0.5231320261955261,0.5606870651245117,0.656777347636315
009,ControlPre,0.3003496779500642,4.145767963813645,0.59546996101936,95.78917694091797,3.9080833333333334,3.78913,4.06827,3.86685,0.1904469506555089,0.4749147260524582,0.3346383232920329,0.8567721843719482,0.3194250464439392,0.0,0.0005330136519021189,25.711449640303577,11.77002130351584,18.680322221548845,180,256,256,2.38307896868315,10.640416721025712,10.058387400791954,17.151666512667,13.718371624329741,29.318006236628435,29.48549432776691,45.42010512234256,1.0,1.0,1.0,1.35698488820882,14.424042701721191,52.061981201171875,50.60347366333008,2789638.0,30.34277477264404,78.90956916809081,15.268516540527344,0.060309513207471355,138.7420654296875,312.7716979980469,302.035400390625,15418.0,128.53237686157226,526.9536529541015,126.73755645751953,0.3165577758136586,57.84664535522461,647.39892578125,645.4902954101562,50331.0,551.0151672363281,751.3914794921875,60.66340255737305,0.8033812174011796,48.63259506225586,993.0557250976562,1000.0078735351562,188259.0,877.8737670898437,1075.886181640625,58.30367660522461,0.21534916758537292,0.5391786694526672,0.5492941737174988,0.6443694825676778
009,ExercisePre,0.3003496779500642,4.145767963813645,0.59546996101936,95.78917694091797,3.9080833333333334,3.78913,4.06827,3.86685,0.1904469506555089,0.4749147260524582,0.3346383232920329,0.8567721843719482,0.3194250464439392,0.0,0.0005330136519021189,25.711449640303577,11.77002130351584,18.680322221548845,180,256,256,2.38307896868315,10.640416721025712,10.058387400791954,17.151666512667,13.718371624329741,29.318006236628435,29.48549432776691,45.42010512234256,1.0,1.0,1.0,1.35698488820882,14.424042701721191,52.061981201171875,50.60347366333008,2789638.0,30.34277477264404,78.90956916809081,15.268516540527344,0.060309513207471355,138.7420654296875,312.7716979980469,302.035400390625,15418.0,128.53237686157226,526.9536529541015,126.73755645751953,0.3165577758136586,57.84664535522461,647.39892578125,645.4902954101562,50331.0,551.0151672363281,751.3914794921875,60.66340255737305,0.8033812174011796,48.63259506225586,993.0557250976562,1000.0078735351562,188259.0,877.8737670898437,1075.886181640625,58.30367660522461,0.21534916758537292,0.5391786694526672,0.5492941737174988,0.6443694825676778
010,ControlPre,0.2916830062545831,4.334370341628646,0.5949722752549861,74.21919250488281,3.89507,3.72487,4.21227,3.74807,0.19500925237424657,0.4768534537621267,0.3281372938636268,1.046762228012085,0.3684720635414125,0.0,0.0005267087366391189,27.755968484221956,12.878761196228476,20.697192154424442,180,256,256,2.2083406042470894,10.4911872775184,9.76669776880867,16.600565424660523,10.811105970612077,23.652835814205964,24.11723872853891,37.88777440079869,1.0,1.0,1.0,1.455133332710882,17.29183578491211,59.58869552612305,57.554264068603516,2890487.0,33.89585151672364,92.61598052978515,18.55511474609375,1.4775179517516008,128.6802978515625,300.0755615234375,285.35107421875,10342.0,117.98013877868654,523.513037109375,129.2089080810547,0.3565522313272873,56.835227966308594,626.299072265625,624.2989501953125,34707.0,532.217694091797,727.8934143066406,59.50613021850586,1.6625612812214934,52.756080627441406,999.5112915039062,1000.01953125,155508.0,899.0478088378907,1094.6364013671875,60.23989486694336,0.2029138207435608,0.5355764627456665,0.5373735427856445,0.6639964850528183
010,ExercisePre,0.294508595967264,4.34733278751667,0.6006259940135095,71.59132385253906,3.892146666666667,3.76038,4.17034,3.74572,0.20053494278170247,0.46967696232020406,0.32978809489809346,1.0863101482391357,0.39585917592048636,0.0,0.0005486267886677623,27.236307180947016,13.124681925224486,21.223621357148808,180,256,256,2.2531326059388803,10.319131277181839,9.906636160094658,17.147644597163254,10.91321882163503,24.37472283153811,24.742220865499988,38.93872094332682,1.0,1.0,1.0,1.1050510053820393,16.824932098388672,59.197872161865234,57.16649627685547,2947596.0,34.2945671081543,91.43732452392578,17.929868698120117,-0.029382375473565148,134.855712890625,292.4664001464844,280.26861572265625,8944.0,111.3714973449707,505.40397644042974,124.3836898803711,0.22288162231693542,57.84809112548828,627.1498413085938,625.981201171875,29056.0,529.1339416503906,730.3463134765625,60.661155700683594,1.4246900065488726,52.30588912963867,998.090576171875,1000.007568359375,153699.0,898.3248046875,1087.7540527343751,58.317298889160156,0.2034771740436554,0.5275136828422546,0.5352588295936584,0.6838831743426766
012,ControlPre,0.38921056057479997,3.307744536994336,0.6241919887710484,68.98210906982422,4.022476666666666,3.78949,4.23091,4.04703,0.21419742995093366,0.44323862374341666,0.3425639463056497,1.2325478792190552,0.4094424009323119,0.0,0.0008282269361917365,22.82927810332001,11.635693469918595,17.116183531766353,180,256,256,2.8369287572772923,10.493379279933539,9.002798995301559,13.678088948693842,10.258478283548978,20.264027888496564,20.313338831992535,30.417510323932063,1.0,1.0,1.0,3.4666177450806774,21.53864288330078,68.47086334228516,61.838287353515625,2494932.0,35.925848197937015,125.1692371368408,28.434980392456055,0.17300674055742427,123.60928344726562,337.665283203125,337.263671875,20288.0,147.0614311218262,527.8788818359372,118.88044738769531,0.23325949821669223,61.47722625732422,667.3961791992188,666.2119140625,32207.0,565.2365173339844,775.0438537597655,63.48780059814453,0.8553126044935433,68.44583892822266,1005.130615234375,1000.023681640625,190564.0,894.1578247070313,1133.050634765625,73.11116790771484,0.19148726761341095,0.5133432149887085,0.5348528027534485,0.5379079381420895
