subject_id,session_id,task_id,run_id,aor,aqi,dummy_trs,dvars_nstd,dvars_std,dvars_vstd,efc,fber,fd_mean,fd_num,fd_perc,fwhm_avg,fwhm_x,fwhm_y,fwhm_z,gcor,gsr_x,gsr_y,size_t,size_x,size_y,size_z,snr,spacing_tr,spacing_x,spacing_y,spacing_z,summary_bg_k,summary_bg_mad,summary_bg_mean,summary_bg_median,summary_bg_n,summary_bg_p05,summary_bg_p95,summary_bg_stdv,summary_fg_k,summary_fg_mad,summary_fg_mean,summary_fg_median,summary_fg_n,summary_fg_p05,summary_fg_p95,summary_fg_stdv,tsnr
001,ControlPost,flanker,01,0.014904047619047619,0.00837592375,0,23.870240188503004,1.182448993712575,1.0604868386227548,0.5040401652128594,6135.40185546875,0.4353393293485879,34,20.238095238095237,2.865653333333333,2.766821818181818,3.242938181818182,2.5872,0.0485514,-0.006257719360291958,0.01786002889275551,168,64,64,30,5.138813404674832,2.0,3.4375,3.4375,4.0,39.754299354180965,32.701087951660156,121.37523651123047,52.645835876464844,66526.0,1.3214285373687744,394.60118865966797,206.42640686035156,2.098852426491761,680.108642578125,4149.4423828125,4204.6962890625,28436.0,2708.8602294921875,5365.5865478515625,818.2088012695312,52.81008529663086
001,ControlPost,flanker,02,0.008292202380952381,0.008041345297619048,0,20.526035446047906,1.093464510898204,0.9870038076646702,0.502304137426775,6132.03125,0.3336222924635417,24,14.285714285714286,2.875533272727273,2.782906181818182,3.2488436363636364,2.59485,0.0239019,-0.004969174508005381,0.015402092598378658,168,64,64,30,5.141436600725894,2.0,3.4375,3.4375,4.0,42.73283843336273,30.874309539794922,116.83118438720703,52.2976188659668,66454.0,1.2321429252624512,386.43334960937494,205.4931182861328,2.0248424327954107,680.2673950195312,4142.88720703125,4193.408203125,28464.0,2699.384057617188,5363.558325195313,815.5958862304688,56.545021057128906
001,ControlPost,rest,,0.0010804761904761905,0.0038190827976190478,0,15.778747638622754,1.1360224459281436,0.9659637308383237,0.5014174326043321,6365.29638671875,0.16951063474273723,2,1.1904761904761905,2.855866060606061,2.7687854545454544,3.2447127272727276,2.5541,0.0439863,-0.005188332870602608,0.016215767711400986,168,64,64,30,5.113552615987779,2.0,3.4375,3.4375,4.0,41.5112551644532,30.07564353942871,114.30341339111328,51.488094329833984,66357.0,0.7321428656578064,377.8273986816402,198.58377075195312,2.0586509825720114,682.6981201171875,4155.18359375,4204.830078125,28488.0,2709.9860595703126,5390.474584960937,822.2769165039062,80.8484878540039
001,ControlPre,flanker,01,0.005520595238095238,0.005614260178571428,0,19.186979664670655,1.1738855705389222,1.0147058241916171,0.5005003587360268,5988.44482421875,0.27855607138749106,10,5.9523809523809526,2.8471890606060604,2.750871272727273,3.2847709090909087,2.505925,0.026151,-0.00426878547295928,0.01979975402355194,168,64,64,30,5.1558169413456305,2.0,3.4375,3.4375,4.0,42.1519632397819,31.699451446533203,121.36505889892578,55.78571701049805,66231.0,0.5178571343421936,395.6101379394531,210.9713897705078,2.264748981181146,712.6991577148438,4351.056640625,4404.994140625,28235.0,2850.391162109375,5609.41875,854.3585205078125,70.22666931152344
001,ControlPre,flanker,02,0.004361726190476191,0.0051330866666666666,0,17.214095772754487,1.1801762122754487,1.0422658373652696,0.5008256225090315,5907.05224609375,0.21473664875619064,6,3.5714285714285716,2.858271212121212,2.7759709090909093,3.295592727272727,2.50325,0.0308876,-0.0029406112153083086,0.018205348402261734,168,64,64,30,5.168315511459415,2.0,3.4375,3.4375,4.0,42.73630882931638,31.9730224609375,118.93538665771484,56.02381134033203,65943.0,0.4761904776096344,393.6601379394531,209.4142303466797,2.1017329620015692,704.29833984375,4341.00732421875,4388.880859375,28415.0,2838.691162109375,5601.94248046875,849.1748657226562,72.47554016113281
001,ControlPre,rest,,0.007345059523809524,0.004969528392857143,0,15.968795342634724,1.18980785502994,1.0500667505988022,0.49684415739359405,6169.015625,0.19734220397800478,10,5.9523809523809526,2.8577529393939387,2.7684392727272726,3.2948945454545453,2.509925,0.0400195,-0.004328455775976181,0.019346533343195915,168,64,64,30,5.077636260189012,2.0,3.4375,3.4375,4.0,42.372887116800015,30.702219009399414,118.89813995361328,55.1726188659668,66619.0,0.6547619104385376,392.2089385986327,208.43270874023438,2.335450069712148,716.1812133789062,4350.38623046875,4405.72021484375,28020.0,2813.476489257813,5614.07197265625,867.656005859375,73.32537841796875
002,ControlPost,flanker,01,0.03280541666666666,0.010802321964285714,0,27.718522671556897,1.2502620792215577,1.2246983690419166,0.5075323083339548,11770.4521484375,0.49177173896298826,36,21.428571428571427,2.876120696969697,2.7328116363636363,3.1598254545454547,2.735725,0.0795515,-0.012053102254867554,0.017983626574277878,168,64,64,30,5.423975034869452,2.0,3.4375,3.4375,4.0,105.40534011275805,16.710166931152344,80.56147003173828,38.770835876464844,64508.0,0.4702380895614624,262.7535705566405,159.97117614746094,2.1615620011205046,662.5906982421875,4194.90234375,4276.46435546875,30597.0,2793.4654785156254,5304.56572265625,788.4244384765625,45.88948440551758
002,ControlPost,flanker,02,0.03488958083832336,0.012589043473053894,1,26.75147953337349,1.2111292411445778,1.2130217888554213,0.5058567214865048,11863.2939453125,0.4523541159080668,26,15.568862275449101,2.874828515151515,2.7359941818181817,3.158516363636364,2.729975,0.0899855,-0.0099392831325531,0.013470850884914398,167,64,64,30,5.4354747905856895,2.0,3.4375,3.4375,4.0,119.64944496140957,16.024532318115234,74.30853271484375,38.479042053222656,64475.0,0.4431138038635254,238.04312133789054,158.17214965820312,2.098077999641741,662.2885131835938,4193.1064453125,4272.87451171875,30605.0,2799.6504882812496,5296.070703125,786.095947265625,41.47999572753906
002,ControlPost,rest,,0.015302380952380953,0.005738019880952381,0,19.812793594610778,1.1653637768263474,1.026475409221556,0.5050741985376371,12185.9072265625,0.25526833624840717,13,7.738095238095238,2.8725795454545455,2.738778181818182,3.1447854545454548,2.734175,0.0659097,-0.010091663338243961,0.014005791395902634,168,64,64,30,5.339416908789072,2.0,3.4375,3.4375,4.0,121.07712984079724,15.946803092956543,74.2368392944336,38.083335876464844,64493.0,0.1785714328289032,234.7154846191405,161.82003784179688,2.2366389429277644,666.28857421875,4201.546875,4285.9345703125,30642.0,2769.1988281250005,5327.807324218749,802.6840209960938,67.90615844726562
002,ControlPre,flanker,01,0.005048862275449101,0.0027330228143712574,1,19.695024984096378,1.242884808253011,1.0179244225903616,0.4945145663089743,8051.3056640625,0.13376636303483266,2,1.1976047904191616,2.765695015151515,2.7902080000000002,3.0180945454545456,2.4887825,0.0363162,-0.011164281517267227,0.0165985357016325,167,64,64,30,4.163874561525916,2.0,3.4375,3.4375,4.0,91.94403201424355,16.48617935180664,71.50269317626953,37.97604751586914,66207.0,0.08383233845233917,227.10060577392574,115.58885955810547,0.5974618654278756,739.9915771484375,3499.705810546875,3511.92236328125,29200.0,2046.5925903320312,4862.654541015625,843.412109375,78.03373718261719
